edge_1based,curl_mode_1,curl_mode_2,curl_mode_3,curl_mode_4,curl_mode_5,curl_mode_6,curl_mode_7,curl_mode_8,curl_mode_9,curl_mode_10,curl_mode_11,curl_mode_12
64,0.00029639386044065779,0.033904964484374592,0.045479332707307932,0.10901138636686639,0.11208487794038882,1.7056011753538424e-16,0.012108603763110286,0.065561218816421699,-0.0035524739400035477,-0.062178684395162852,-0.0034557344958652553,0.034916849396457554
65,0.019268516855960333,0.016614026719250326,0.030146764044716286,0.007485258130050328,-0.077046217741574649,-7.340258328594831e-16,0.04816314981050844,-0.08010981426697214,-0.011427699646185001,-0.033830362207840831,-0.014783247056083368,-0.1259831199046916
66,0.041812813956200089,0.033207814690071141,0.038340151778960573,0.0065827760496222649,-0.10651340738908546,8.2115482932554173e-16,0.073756372954268568,-0.028471424362307395,-0.043965477693919681,0.001539584722306973,0.0069437723717755157,0.014011598050008508
67,-0.14523361335666285,0.0037614448211160528,-0.010097078546549804,0.049481902622768394,-0.0083919051027411262,-6.8991247292181108e-16,0.12783751912079055,0.041263224425004942,-0.031614010070955066,-0.030339794349288733,0.00080733581967329425,-0.052137839417549722
68,-0.074911242255606872,-0.031522823574184226,-0.031558631995318241,-0.042581743355858355,-0.073933411876322075,9.3219955283550096e-17,-0.070649944214278962,0.031122041307474806,0.0065253243565996169,-0.0080028479979385118,-0.0012367978182009334,-0.076252936899899149
69,0.029715412563882743,-0.026570943581258361,0.041838635400004667,0.044462625027052213,0.056144080096962944,5.5082692711042773e-16,-0.10083986085733077,-0.14038868990815109,0.055170610371118145,0.10183487645010875,0.0064664575699898705,0.3007759477507978
70,0.061994516050338386,-0.010430437718802926,0.039734387809835292,-0.13763751374964245,0.029585040988209625,8.0132322718309868e-16,-0.056980782306791558,0.098594976002342349,0.018780866440294273,-0.031360743988838154,-0.0048932498890230849,-0.17500792887093075
71,-0.12378491470318788,0.0095495791223050575,0.00024455496679750069,-0.023235584534911619,0.031048162380200018,3.1184674940411794e-17,0.051395382576991222,-0.13847837973096846,0.00066249544866225918,0.079027115246830024,-0.011527157652305969,0.033538202039929493
72,-0.10756764040194484,0.026956479395085102,-0.027927437395416983,-0.037048906495457973,0.037710742455563884,2.3349135045901058e-16,-0.051605125556897322,0.068789452042134394,0.031332488747885724,-0.033527409698400346,-0.0015362329319842248,0.017842844826946175
73,0.054435243736797992,-0.0036949465435807175,-0.041071726023508254,-0.058300046898982744,0.025506667332184853,2.080678614012953e-16,0.081985301399373905,-0.067122018453522517,-0.058364338632266574,-0.0033778271485911675,0.017579539488195198,-0.10402003474258856
