edge_1based,gradient_mode_1,gradient_mode_2,gradient_mode_3,gradient_mode_4,gradient_mode_5,gradient_mode_6,gradient_mode_7,gradient_mode_8,gradient_mode_9,gradient_mode_10,gradient_mode_11,gradient_mode_12
42,0.053359645898423666,0.082431325332479433,-0.0013746082460545164,0.015475243489597055,0.025920082432108554,0.063633291131867734,0.022076011590746972,0.081250962364105075,-0.072705217344940121,0.04507912622638291,0.092364187542236645,-0.0031949824674218706
43,-0.030147457916280741,0.02019702580897028,0.10852158055280398,-0.089762380981697087,0.016991023058388392,0.035286274369041554,0.015974307262451276,0.031835696352457477,-0.01503572687785287,0.095875320246718132,0.058825349094543899,0.0025862759867593017
44,-0.072354282775393505,0.020863561758210202,-0.00070955070945271617,0.10267102118048471,0.080771176416456619,0.081290159611350457,-0.018507433049811998,0.035204138478813998,-0.0068312386001400244,0.10452255008431849,0.060921025065660037,-0.0017736875816863171
45,-0.083507103814704373,-0.062234299523509139,0.10989618879885851,-0.10523762447129431,-0.0089290593737201378,-0.028347016762826079,-0.0061017043282955413,-0.049415266011647467,0.05766949046708747,0.050796194020335264,-0.03353883844769278,0.0057812584541813705
46,-0.125713928673817,-0.061567763574269102,0.00066505753660186726,0.087195777690887405,0.054851093984348134,0.017656868479482737,-0.040583444640559047,-0.04604682388529098,0.065873978744799971,0.059443423857935843,-0.031443162476576664,0.001421294885735508
47,0.12803142220988967,-0.014556780875933392,-0.048428061184683881,-0.0030799322317051417,0.1253248982046582,0.00028379735407457057,-0.0035330089650724775,-0.079380230611952929,0.05218395845647715,0.012066624492486248,-0.034961083074615026,0.0020414849625760107
48,0.11316322358781319,-0.021880842577871745,0.070774699028408439,-0.018912597652363736,-0.13338562663153236,0.057562137590984636,-0.048224376719348781,-0.032934129096935827,0.063091260992804099,0.012368259839069638,-0.060226905184695465,0.0050010082338503847
49,-0.042206824859112833,0.00066653594923987182,-0.10923113126225663,0.19243340216218158,0.063780153358068178,0.046003885242308841,-0.034481740312263316,0.0033684421263566453,0.0082044882777126023,0.0086472298376003322,0.0020956759711160855,-0.0043599635684458777
50,-0.10886655745198826,-0.079511733704223542,-0.1596998196714908,0.047246952717735317,0.017048687542802435,0.0060195435066612568,-0.038853496157676262,0.057288136306136564,-0.011514762849548957,-0.10924528177377918,-0.0012581454603673072,-0.026042060274164346
51,-0.057619762864170455,-0.13585882708781929,-0.10398578661610031,0.053033721394561091,0.004445162666183871,0.051558434244351525,-0.080479899060629217,-0.034940916450484208,-0.027967547252668173,-0.065300970752391913,-0.0049482807139327144,0.013033057320612997
52,0.1478556471104662,-0.14987153122425095,0.16816194079654667,0.076209675508264754,0.029866608264620974,-0.026722445107557474,0.003531559204741002,-0.030069244346259773,-0.013094271845738401,-0.067949824814090398,0.0097749886997429009,-0.013089260161565365
53,-0.082945280069889035,-0.14752125780918873,0.022837869977487005,0.034771608904651932,-0.020402993584652869,-0.085292097739146699,0.062572558272774248,-0.037641746218392461,-0.036896869705362892,-0.098653476935342446,0.0013958069004600202,0.0085013968606501705
54,-0.066659732592875401,-0.080178269653463405,-0.05046868840923413,-0.14518644944444625,-0.046731465815265966,-0.039984341735647563,-0.0043717558454129078,0.053919694179779806,-0.019719251127261583,-0.11789251161137948,-0.003353821431483375,-0.021682096705718471
55,-0.015412938005057785,-0.13652536303705906,0.0052453446461563757,-0.13939968076762044,-0.059334990691884311,0.0055545490020426748,-0.045998158748365818,-0.038309358576841021,-0.036172035530380953,-0.073948200589992297,-0.0070439566850487856,0.017393020889058884
56,-0.026638579881490529,-0.019776014205980037,0.029320906482428497,-0.18671371404759529,-0.07634849492070736,0.092539714118908628,-0.14304802002235836,0.061317067863703008,0.0049116113542319352,-0.0085920352837936392,0.013635181369432195,0.0050645946444952093
57,-0.044246853594653288,-0.0093642924084151591,0.025040273703358071,-0.16917162271567646,-0.034311136044183246,0.015387432437475087,0.017938224570721181,-0.047833636087255486,0.076563043552099655,0.051933266312267926,0.028634957961686514,-0.031747322310257356
58,-0.044853848871369284,0.016697479459759551,-0.051670253005856939,-0.15391646594427089,-0.0093176024812839063,0.072712522785632339,-0.070309426399660424,0.070943903965461907,-0.0416614937565494,0.12316866437877888,-0.029928942755006408,-0.029005268023292469
59,-0.01760827371316263,0.01041172179756489,-0.0042806327790704864,0.017542091331918811,0.042037358876524239,-0.077152281681433552,0.16098624459307956,-0.10915070395095849,0.071651432197867765,0.060525301596061565,0.014999776592254335,-0.036811916954752347
60,-0.018215268989878613,0.036473493665739577,-0.080991159488285364,0.03279724810332444,0.067030892439423478,-0.019827191333276307,0.072738593622697925,0.0096268361017590176,-0.046573105110781332,0.13176069966257253,-0.043564124124438622,-0.034069862667787547
